,Name,Rating,Style,Blend,Vintage,Appellation,ABV,Price,Reviewed By,Reviewed,Perfect For,Drink If You Like,Review,image,link,Variety,Review Updated
125,Nobilo Sauvignon Blanc 2021 2021,88,White,,2021,MarlboroughNew Zealand,13%,$13.00,Keith Beavers,2022-07-19,"All-Day Sipping,Happy Hour,House Wine","Assyrtiko, Sauvignon Blanc , Verdejo","When Marlborough's wine scene began in the 1970s, the Nobilo family was there. They were part of the pioneering efforts that would create one of the world’s most popular wine regions in New Zealand. To this day, they produce their Savvy B in the same style they always have. Lean with good fruit and some pepper. Said pepper is muted a bit, which is great, with more of a focus on minerality. An awesome, crowd-pleasing wine.",https://vinepair.com/wp-content/uploads/2022/07/sauvignon-blanc-card-Nobilo-Sauvignon-Blanc-2021.jpg,https://vinepair.com/review/nobilo-sauvignon-blanc/,Sauvignon Blanc,
126,Gruet Blanc de Noirs NV,92,White,,NV,New MexicoUSA,12%,$17.00,Keith Beavers,2021-02-23,"Impressing On A Budget,Starting The Night,Take-Out Night","Chardonnay, Grüner Veltliner , Pinot Gris / Grigio",Round and balanced with lively bubbles. The fruit is rich and creamy balanced by great acidity. A great American Sparkler for everyday and special occasions.,https://vinepair.com/wp-content/uploads/2021/02/gruet_review_card.jpg,https://vinepair.com/review/gruet-blanc-de-noirs-2/,Pinot Noir,
127,Emeritus Vineyards Hallberg Ranch Pinot Noir 2018,91,Red,,2018,Russian River ValleySonoma County North Coast California USA,13.7%,$48.00,Keith Beavers,2022-03-02,,,"This is a Sonoma gem. Coming from vines planted in 1999 with a maritime influence, these vines are deep in the earth, enjoying a long draw of water and nutrients from at least twenty feet below. The result is this wonderful wine. On the nose classic cherry aromas waft up along with some dead-leaf-earth and mushroom-like umami (a distant barnyard?). The palate has high natural acidity making the wine lithe and fresh. Such a well-balanced wine.",https://vinepair.com/wp-content/uploads/2022/02/btbpinotnoir_card_emeritus.jpg,https://vinepair.com/review/emeritus-vineyards-hallberg-ranch-pinot-noir-2/,Pinot Noir,
128,Armida Sauvignon Blanc Redwood Road Estate 2021,92,White,,2021,Sonoma CountyNorth Coast California USA,13.2%,$30.00,Keith Beavers,2022-07-19,"Holiday Meals,Treat Yo'self,Wine And Cheese Night","Assyrtiko, Sauvignon Blanc , Verdejo","Winemaker Brandon Lapides grew up bouncing around wine country with his grandparents. He started early and ended up at a prominent Marlborough winery before returning to California to continue his winemaking journey. His experience with the Sauvignon Blanc grape thousands of miles away shows in this bottle. It has balanced aromatics that kiss the senses. On the palate, the wine has a slightly creamy mouthfeel with a calm yet active acidity. This is a wonderful example of how the grape can present itself in skilled hands.",https://vinepair.com/wp-content/uploads/2022/07/sauvignon-blanc-card-armida-sauvignon-blanc-redwood-road-estate.jpg,https://vinepair.com/review/armida-sauvignon-blanc-redwood-road-estate/,Sauvignon Blanc,
129,Early Mountain Vineyards Five Forks White 2019,92,White,"Petit Manseng, Chardonnay, Pinot Gris / Grigio, Sauvignon Blanc",2019,VirginiaUSA,13.5%,$26.00,Keith Beavers,,"Cooking And Sipping,Dinner Parties,Pleasing A Crowd","Chardonnay, Grüner Veltliner , Ribolla Gialla","A wonderfully balanced white wine that's rich while still being quite refreshing. The mouthfeel is grippy and broad, with soft but excellent acidity. This is such a nice white I would just sip it on its own, but it would absolutely jive with creamy fish dish like a halibut and tomatoes roasted in honey, or even a simple chicken salad sandwich, heavy on the chives and walnuts.",https://vinepair.com/wp-content/uploads/2020/10/wineroundup_virgnia_internal_earlymountainfiveforkswhite.jpg,https://vinepair.com/review/early-mountain-vineyards-five-forks-white/,,2020-11-02
130,Bonterra Chardonnay 2020,88,White,,2020,Mendocino CountyNorth Coast California USA,13.5%,$14.00,Keith Beavers,2022-05-13,"Cooking And Sipping,Dinner Parties,Summer Sipping","Albariño, Chardonnay , Chenin Blanc","Up in the cool climate of Mendocino in northern California, Bonterra is all about sustainability. They farm both organic and biodynamic, and have been since the late eighties when they came on the scene. This Chardonnay is a good example of a sound, balanced wine made by being friendly to the earth. It has a nice pear aroma spiked with a whisper of pepper. The palate has a slight herbal note that really activates the senses. In the background you will detect a little hint of sweetness that plays well with the upfront savory notes. The acidity is alive and balances the wine well.",https://vinepair.com/wp-content/uploads/2022/05/buy-this-booze-chardonnay-card-bonterra.jpg,https://vinepair.com/review/bonterra-chardonnay/,Chardonnay,
131,Covenant Wines Blue C Adom Red Wine 2019,88,Red,"Syrah / Shiraz, Cabernet Sauvignon",2019,Israel,14.8%,$40.00,Keith Beavers,2022-04-07,"Drinking Outside the Lines,Steak Dinner","Cabernet Sauvignon, Malbec , Merlot",This is the definition of a red blend. The nose is full of general fruit aromas. The palate is soft with a very supple mouthfeel. The tannins are present but in the background keeping the wine structure. With a steak this wine would shine.,https://vinepair.com/wp-content/uploads/2022/04/btb-red-blends-card-covenant-israel.jpg,https://vinepair.com/review/covenant-wines-blue-c-adom-red-wine/,,
132,Airlie Dry Müller-Thurgau 2019,88,White,,2019,Willamette ValleyOregon USA,12%,$20.00,Keith Beavers,,"Spicy Pairings,Take-Out Night,Weekday Dinner Pairings","Müller-Thurgau, Pinot Gris / Grigio , Riesling","Lemons and honey and river-stone minerality, with a subtle peppery spice, is the profile here. This lean acidity makes this wine so refreshing. It is a great foil for a schnitzel or fried chicken. It can also calm the heat of a spicy dishes.",https://vinepair.com/wp-content/uploads/2020/12/winereview_card_airlie.jpg,https://vinepair.com/review/airlie-dry-muller-thurgau/,Müller-Thurgau,2020-12-04
133,Sean Minor 4 Bears 4B Sauvignon Blanc 2019,88,White,,2019,Sonoma CountyNorth Coast California USA,13%,$14.00,Keith Beavers,,"Party Wine,Penny Pinching,Picnics In The Park","Pinot Blanc, Pinot Gris / Grigio , Sauvignon Blanc","I don’t know any other way to say it, but this wine smells like cheese. Like, runny cow’s milk cheese. Under that is a lean wet rock vibe. The palate is pretty much balanced, with a slight bitter note on the end that can be ignored with a salad pairing.",https://vinepair.com/wp-content/uploads/2021/08/btbsauvignonblanc_seanminor4bears4Bsauvignonblanc2019_card.jpg,https://vinepair.com/review/sean-minor-4-bears-4b-sauvignon-blanc/,Sauvignon Blanc,2021-08-10
134,Robert Hall Winery Paso Red 2019,90,Red,"Petite Sirah, Mourvèdre, Petit Verdot, Syrah / Shiraz, Zinfandel",2019,Paso RoblesSan Luis Obispo County Central Coast California USA,15%,$20.00,Keith Beavers,2022-04-07,"Impressing On A Budget,Last Minute Wine Runs,Take-Out Night","Cabernet Sauvignon, Malbec , Merlot","The aromas of this wine are a bit muted but there's a good general fruitiness. On the palate, the fruit notes are taught and present, masking the high alcohol of the wine. The frame of the wine is well done, with mild tannins and a good depth of fruit. And the balance is great.",https://vinepair.com/wp-content/uploads/2022/04/btb-red-blends-card-robert-hall.jpg,https://vinepair.com/review/robert-hall-winery-paso-red/,,
135,L'Ecole No. 41 Merlot 2017,88,Red,,2017,Columbia ValleyWashington USA,14.5%,$27.00,Keith Beavers,,"Pleasing A Crowd,Relaxing After Work,Wine And Cheese Night","Cabernet Franc, Merlot , Pinot Noir","Soft and dry with a good grip on the palate, this wine is a nice example of balanced American Merlot. It’s earthy and smells like blueberries and fresh soil. The acidity is sound, keeping the wine harmonized. This would be great wine to share with friends, paired with a plate of cheese on a weeknight after work.",https://vinepair.com/wp-content/uploads/2020/11/lecoleno41_card.jpg,https://vinepair.com/review/lecole-no-41-merlot/,Merlot,2020-11-23
136,Ehlers Estate Sauvignon Blanc 2021,92,White,,2021,Sonoma CountyNorth Coast California USA,13.4%,$33.00,Keith Beavers,,"Dinner Parties,Summer Sipping,Wine And Cheese Night","Assyrtiko, Sauvignon Blanc , Verdejo","Laura Diaz Munoz, who got her start in La Mancha, Spain, spent time in Chile and New Zealand experiencing as much as she could before landing in Napa Valley. She has been a winemaker for some of the most respected wineries in the region. In 2018, she joined Ehlers Estate and has been killing it ever since. This wine is a great showcase of her skills in balance. This wine is a pleasure to drink with slight aromatics winding around a mineral-driven nose. The palate has a pleasant, casual grip to it with that river rock minerality working with the acidity to keep it just right.",https://vinepair.com/wp-content/uploads/2022/07/sauvignon-blanc-card-ehlers.jpg,https://vinepair.com/review/ehlers-estate-sauvignon-blanc/,Sauvignon Blanc,2022-07-21
137,Cantine Argiolas Costera Cannonau di Sardegna 2019,"91
2021 Top 50",Red,,2019,SardiniaItaly,14%,$15.00,Keith Beavers,,"Impressing On A Budget,Pleasing A Crowd,Weekday Dinner Pairings","Merlot, Montepulciano , Pinot Noir","Cannonau, on the island of Sardinia, is often enjoyed with spit-roasted suckling pig and seafood pasta. Fruit and earth on the palate, with bright acidity announcing the smell of plums and dark cherries.",https://vinepair.com/wp-content/uploads/2021/02/costera_review_card.jpg,https://vinepair.com/review/cantine-argiolas-costera-cannonau-di-sardegna/,Grenache,2021-11-17
138,Caraccioli Cellars Brut Cuvee NV,91,Sparkling White,"Chardonnay, Pinot Noir",NV,Santa Lucia HighlandsMonterey County Central Coast California USA,12%,$51.00,Keith Beavers,2020-12-01,"Dinner With The Parents,Summer Sipping,Treat Yo'self","Albariño, Chardonnay , Pinot Noir","Very well done American Sparkler. It has soft, round, tart fruit on the palate, and comfy bubbles. The mouthfeel is creamy, with a slight weight. It’s a pleasure to drink.",https://vinepair.com/wp-content/uploads/2020/11/winereview_internal_caraccioli.jpg,https://vinepair.com/review/caraccioli-cellars-brut-cuvee/,,
139,King Estate Brut Cuvée 2016,89,Sparkling White,"Pinot Noir, Chardonnay",2016,McMinnvilleWillamette Valley Oregon USA,12.5%,$40.00,Keith Beavers,,"Holiday Meals,Spicy Pairings,Taco Tuesday","Chardonnay, Pinot Gris / Grigio , Pinot Noir","This is a nice, dry, and vibrant American Sparkler. The fruit is tart, and the bubbles are very persistent. This bottle begs for food. It’s a great holiday wine or a pairing with a few dozen oysters.",https://vinepair.com/wp-content/uploads/2020/12/winereview_card_kingestate.jpg,https://vinepair.com/review/king-estate-brut-cuvee/,,2020-12-04
140,Barnard Griffin Rosé of Sangiovese 2021,90,Rosé,,2021,WashingtonUSA,12.9%,$13.00,Keith Beavers,2022-05-17,"Backyard BBQs,Holiday Meals,Wine And Cheese Night","Albariño, Chardonnay , Pinot Gris / Grigio","Okay, ready? Strawberries, watermelons, cranberries and some subtle herby notes. That is one hell of a mix of aromas. And the dark, refreshing, and concentrated fruit on the palate absolutely supports all of it. All of this fun carries over to the palate with the pepperiness soaking into the wine and cranberry coming center stage. This is a juicy, rich, and refreshing rosé from Washington State, and you can taste the climate in the bottle. An awesome rosé.",https://vinepair.com/wp-content/uploads/2022/05/buy-this-booze-top-roses-2022-card-barnard-griffin.jpg,https://vinepair.com/review/barnard-griffin-rose-of-sangiovese-2/,Rosé,
141,Macari Vineyards Dos Aguas Red 2019,88,Red,"Merlot, Cabernet Franc, Cabernet Sauvignon, Malbec, Petit Verdot",2019,Long IslandNew York USA,13%,$35.00,Keith Beavers,2022-04-07,"Dinner Parties,Drinking Outside the Lines,Wine And Cheese Night","Cabernet Franc, Cabernet Sauvignon , Merlot",This a red blend on the leaner side of things. The fruit is mild but expressive and you can almost smell how bright the acidity is. The palate gives off nice leathery notes with some tannin framing the fruit. The depth of this wine is not what makes it good. It's the balance.,https://vinepair.com/wp-content/uploads/2022/04/btb-red-blends-card-dos-aquas.jpg,https://vinepair.com/review/macari-vineyards-dos-aguas-red/,,
142,Weingut R & A Pfaffl Zeisen Grüner Veltliner 2018,88,White,,2018,WeinviertelNiederösterreich Austria,13%,$19.00,Keith Beavers,,"Pleasing A Crowd,Popping Bottles,Weekday Dinner Pairings","Grüner Veltliner, Pinot Gris / Grigio , Sauvignon Blanc","Soft and easy, with a little pucker to boot, this wine is like a warm afternoon at a bistro. It has very vibrant acidity edging on fizzy, and smells like honey and white flowers. There’s also the refreshment of biting into a ripe pear on the palate. It’s an excellent bottle for a casual lunch.",https://vinepair.com/wp-content/uploads/2020/12/weingut_velitliner_2018_card.jpg,https://vinepair.com/review/weingut-r-a-pfaffl-zeisen-gruner-veltliner/,Grüner Veltliner,2020-12-11
143,Chamisal Vineyards Sta. Rita Hills Chardonnay 2018,89,White,,2018,San Luis Obispo CountyCentral Coast California USA,14.1%,$38.00,Keith Beavers,2022-05-13,"Date Night,Holiday Meals,Winter White Wine Drinking","Albariño, Chardonnay , Chenin Blanc","There is a calmness to this wine. The buttery aroma is wrapped up in soft hints of pear and apple. The acidity is mild but present, making for a smooth mouthfeel. There is an easy viscosity to this wine giving it nice depth while, at the same time, a calm mineral note runs through keeping the balance. It is a success to see such a deep and elegant wine coming from the Central Coast of California. A nice wine.",https://vinepair.com/wp-content/uploads/2022/05/buy-this-booze-chardonnay-card-chamisal.jpg,https://vinepair.com/review/chamisal-vineyards-sta-rita-hills-chardonnay/,Chardonnay,
